gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
廿五基桥,廿五基桥,bridge,review,medium,2,0,1939,1939,2017,1939;1995;2017,3,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,月，因生产队载稻麦船过不了桥，村民动手移走石条，换上3块移动木板。1939年冬，东下田石桥（又名廿五基桥），换上柏树板拼作的桥面，日搭夜撤。1947年12月，东下田廿五港北建起竹桥。1967年12月，,1939年冬，东下田石桥（又名廿五基桥），换上柏树板拼作的桥面，日搭夜撤。 || 2.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝,
南港,南港,waterway,review,medium,1,0,1941,1941,2017,1941;1995;2016;2017,4,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,民政厅令，恢复1937年前区域。1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。9月（农历八月十五）夜，泥河田村吴毛头被派去苏嘉铁路（尹山段）,1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。 || .2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱 || 空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南,
南港河,南港河,waterway,review,medium,5,0,1941,1941,2016,1941;2016,2,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,民政厅令，恢复1937年前区域。1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。9月（农历八月十五）夜，泥河田村吴毛头被派去苏嘉铁路（尹山段）值,1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。 || 2016年1月，清淤长达1300米的南港河，清淤污泥2.2万立方米。,
廿五港,廿五港,waterway,review,medium,3,0,1941,1941,2012,1941;1947;2012,3,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,区域。1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。9月（农历八月十五）夜，泥河田村吴毛头被派去苏嘉铁路（尹山段）值班时，因打瞌睡被日军用枪托,1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。 || 2012年11月，建造宝带桥公园，移建廿五港。 || 1947年12月，东下田廿五港北建起竹桥。,
马桶河,马桶河,waterway,review,medium,1,0,1941,1941,1941,1941,1,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,复1937年前区域。1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。9月（农历八月十五）夜，泥河田村吴毛头被派去苏嘉铁路（尹山段）值班时，因打瞌,1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。,
田村,田村,historic_settlement,manual,medium,127,0,1941,1941,2017,1941;1942;1949;1950;1951;1956;1980;1996;2003;2004;2013;2017,12,民国时期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年,1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。 || 1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。 || 1950年1月，境内下田村徐毛妹家开办小学（1956年搬至下田村徐才生家老宅创办“完小”）。,
下田村坟堂上沈永泉家里办起私塾小学,下田村坟堂上沈永泉家里办起私塾小学,education,review,medium,1,0,1942,1942,1942,1942,1,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,妻被日本兵强暴，遂与店主合力将施暴日军处死。为躲避抓捕，隐居太湖，至死未归。1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。随即，王家浜钱祥根家里也办起了私塾。1944年6月15日，苏州至尹山，途经境域一段，全长29.,1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。,
小学,小学,education,review,medium,2,0,1942,1942,2017,1942;1946;1949;1950;1951;1954;1955;1956;1958;1961;1962;1963;1964;1965;1968;1974;1980;1983,27,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,、文化、卫生、医疗等事业亦蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积1583,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。 || 教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。 || 1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。,
米沙土公路,米沙土公路,road,review,medium,1,0,1944,1944,1976,1944;1976,2,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，王家浜钱祥根家里也办起了私塾。1944年6月15日，苏州至尹山，途经境域一段，全长29.98千米沙土公路通车。1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢,1944年6月15日，苏州至尹山，途经境域一段，全长29.98千米沙土公路通车。 || 1944年6月，苏州至尹山（途经境域）一段全长29.98千米沙土公路建成通车（1976年1月改沙土路面为沥青路面）。,
公立泥和田小学,公立泥和田小学,education,review,medium,1,0,1946,1946,1946,1946,1,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,根、下田村坟堂上沈永泉家中办起私塾，每家学生12人左右。1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。1949年后，泥河田小学延续开办。1950年1月，下田中段里徐毛妹家办起下田小,1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。,
宝尹小学,宝尹小学,education,review,medium,6,1,1946,1946,1996,1946;1950;1951;1954;1955;1961;1962;1968;1980;1984;1990;1996,12,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放,1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。 || 1984年1月，宝尹村利用宝尹小学内教室办复合（混合）幼儿班，先后有40名幼儿入学。 || 1980年，更名宝尹小学。,
宝庆寺,宝庆寺,religious_site,review,medium,3,1,1946,1946,2017,1946;1990;2006;2017,4,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,米沙土公路通车。1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属,1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。 || 1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。 || 表7-82006—2017年碧波幼儿园副高级职称教师统计表时间姓名时间姓名2006.6何雪英2010.8王美娟三、小学教育（尖）宝尹小室1946年，境内泥河田的宝庆寺西厢房创办了公立泥河田小学，就读学生40人左右，学生来自附近村庄的求学儿童。,
寺庙,寺庙,religious_site,review,medium,1,0,1946,1946,1946,1946,1,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,境内王家浜钱祥根、下田村坟堂上沈永泉家中办起私塾，每家学生12人左右。1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。1949年后，泥河田小学延续开办。1950年1月，下田,1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。,
泥河田小学,泥河田小学,education,review,medium,3,1,1946,1946,2017,1946;1949;2006;2017,4,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口号。是年，境内地处泥河田宝庆寺的泥河田小学搬迁至姚家场，并更名为金星小学。是年，新华大队陆盘根因经常在外工作，去上海花80元人民币购买了境,1949年后，泥河田小学延续开办。 || 表7-82006—2017年碧波幼儿园副高级职称教师统计表时间姓名时间姓名2006.6何雪英2010.8王美娟三、小学教育（尖）宝尹小室1946年，境内泥河田的宝庆寺西厢房创办了公立泥河田小学，就读学生40人左右，学生来自附近村庄的求学儿童。 || 1949年后，泥河田小学延续开办。,
田小学,田小学,education,review,medium,3,0,1946,1946,2017,1946;1949;1950;1951;1954;1955;1956;1961;1962;1963;1964;1968;1980;2006;2017,15,民国时期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口号。是年，境内地处泥河田宝庆寺的泥河田小学搬迁至姚家场，并更名为金星小学。是年，新华大队陆盘根因经常在外工作，去上海花80元人民币购买了境,1946年，境内泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。 || 1949年后，泥河田小学延续开办。 || 1950年1月，下田中段里徐毛妹家办起下田小学，招收学生30余人。,
学生来自附近村,学生来自附近村,historic_settlement,manual,medium,1,0,1946,1946,2017,1946;2006;2017,3,民国时期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,教育（尖）宝尹小室1946年，境内泥河田的宝庆寺西厢房创办了公立泥河田小学，就读学生40人左右，学生来自附近村庄的求学儿童。1949年后，泥河田小学延续开办。1958年，搬进姚家场建造的小学，改称金星小学。,表7-82006—2017年碧波幼儿园副高级职称教师统计表时间姓名时间姓名2006.6何雪英2010.8王美娟三、小学教育（尖）宝尹小室1946年，境内泥河田的宝庆寺西厢房创办了公立泥河田小学，就读学生40人左右，学生来自附近村庄的求学儿童。,
