rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
307,,东湖社区,东湖社区,community,低频,1,2,基层治理:8；交通水系:6；农业工业:1,该地名属于社区，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,307. 东湖社区（1次）,苏州吴中区委员会授予宝带桥社区“‘实践三个代表，实现两个率先’先锋社区”称号。12月，宝带桥社区投资180万元建起5000平方米东湖社区职工集体宿舍楼。是年，原宝南村居民家家通上有线电视。2007年1月，苏州市关心下一代工作委员会授予宝带桥社区“四有五无”先进称号 || 资222万元，在石湖东路北侧建起占地面积6667平方米，建筑面积11100平方米的两幢标准厂房；投资180万元，由城南街道统一在东湖社区建起5000平方米的职工集体宿舍。2014年12月，投资4380万元，建起占地面积3335.3平方米、建筑面积15153.48平,‘实践三个代表，实现两个率先’先锋社区”称号。12月，宝带桥社区投资180万元建起5000平方米东湖社区职工集体宿舍楼。是年，原宝南村居民家家通上有线电视。2007年1月，苏州市关心下一代工作委员会授,
308,,东环路长浜大桥,东环路长浜大桥,bridge,低频,1,1,交通水系:8；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,308. 东环路长浜大桥（1次）,校、菜场围着碧波竞争辉……当我站在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的东环路长浜大桥正日益显示出它那雄伟的身躯……宝带桥仍像长虹般地横卧在河上，优雅而静幽。那一连串的环洞似在向驻足的人们诉说自己的故事：一百多年前,在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的东环路长浜大桥正日益显示出它那雄伟的身躯……宝带桥仍像长虹般地横卧在河上，优雅而静幽。那一连串的环洞似在向驻足,
309,,东自建住宅396钱家新村69号老村,东自建住宅396钱家新村69号老村,historic_settlement,低频,1,1,基层治理:10；开发建设:6,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,309. 东自建住宅396钱家新村69号老村（1次）,三男自建住宅396钱家新村66号老村改造李爱民自建住宅396钱家新村67号老村改造徐方男自建住宅396钱家新村68号老村改造濮向东自建住宅396钱家新村69号老村改造续表177房屋产权人房屋性质面积/平方米小区名称、门号拆迁项目备注马建新自建住宅396钱家新村70号老村改造马建春自建住宅3,老村改造李爱民自建住宅396钱家新村67号老村改造徐方男自建住宅396钱家新村68号老村改造濮向东自建住宅396钱家新村69号老村改造续表177房屋产权人房屋性质面积/平方米小区名称、门号拆迁项目备注马建新自建住宅396,
310,,东过宝带桥入运河,东过宝带桥入运河,waterway,低频,1,2,交通水系:16；遗产文化:1；教育民生:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,310. 东过宝带桥入运河（1次）,起市民公园，与千年古桥宝带桥连缀一起，景色如画，成为居民休闲、娱乐、观光之地。75第一节澹台湖澹台湖位于苏州古城之南，西界太湖，东过宝带桥入运河，分流入黄天荡、金泾河；直北正行经葑门环城为濠，至娄门东入娄江。澹台湖因春秋时期孔子弟子澹台灭明而得名。唐代的《吴地记》对此记载 || 记载：“澹台湖在太湖之东。《史记·弟子传》：澹台子羽南游至江。《索隐》注：吴国东南澹台湖即其故趾。《吴地记》以为子羽宅所陷。自此东过宝带桥入运河，分流入黄天荡、入陈湖（即今澄湖）、入金泾淹（即今金鸡湖）。”对于澹台灭明的墓葬所在，《姑苏志》第三十四卷同时记载：“澹台灭明墓,画，成为居民休闲、娱乐、观光之地。75第一节澹台湖澹台湖位于苏州古城之南，西界太湖，东过宝带桥入运河，分流入黄天荡、金泾河；直北正行经葑门环城为濠，至娄门东入娄江。澹台湖因春秋时期孔子弟子澹台灭明,
311,,东面是运河,东面是运河,waterway,低频,1,1,交通水系:9；开发建设:2；遗产文化:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,311. 东面是运河（1次）,晨，我步行去了宝带桥。从石湖东路一直走，穿过正在建设的地铁工地，直走到大运河沿边。然后沿着运河边上一条叫宝南路的道路往北走。路的东面是运河，停泊着大大小小的从外地来的船泊。宝南路的北尽头就是宝带桥，那里现在是宝带桥社区办公的地方，路北一扇大门挡住去路，大门的边上开着,一直走，穿过正在建设的地铁工地，直走到大运河沿边。然后沿着运河边上一条叫宝南路的道路往北走。路的东面是运河，停泊着大大小小的从外地来的船泊。宝南路的北尽头就是宝带桥，那里现在是宝带桥社区办公的地方，路北,
312,,丝网放入河,丝网放入河,waterway,低频,1,1,,该地名属于运河河道，在志书中约出现1次，主要关联志书叙事；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,312. 丝网放入河（1次）,在两根小竹竿上结上2米左右长宽的套网捕鱼。二是用四根竹竿结扎之后，套上一张2米左右见方的丝网，再用一根毛竹，头上扎上一根麻绳。将丝网放入河泊之中，游鱼经过，立即将丝网拉起，游鱼十有八九被逮住。这种捕鱼之法，俗名“小杠网”扳鱼。这种扳鱼杠网，在20世纪七八十年代，境内,套网捕鱼。二是用四根竹竿结扎之后，套上一张2米左右见方的丝网，再用一根毛竹，头上扎上一根麻绳。将丝网放入河泊之中，游鱼经过，立即将丝网拉起，游鱼十有八九被逮住。这种捕鱼之法，俗名“小杠网”扳鱼。这种扳鱼,
313,,丢到河,丢到河,waterway,低频,1,1,交通水系:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,313. 丢到河（1次）,爷，给了姚阿岳一块核桃大的泥块，姚阿岳不足为奇，顺手将泥块抛入河里。老爷爷见他将泥块抛入河里，就对姚阿岳说：此泥丢进田里可作肥，丢到河里，夹起来放入田里还是肥。这位老爷爷的话说毕，摇身一转，没了踪影。据说老爷爷为神仙下凡，托说河名。20世纪50年代，泥河田港东西,姚阿岳不足为奇，顺手将泥块抛入河里。老爷爷见他将泥块抛入河里，就对姚阿岳说：此泥丢进田里可作肥，丢到河里，夹起来放入田里还是肥。这位老爷爷的话说毕，摇身一转，没了踪影。据说老爷爷为神仙下凡，托说河名,
314,,两个并立的桥,两个并立的桥,bridge,低频,1,1,交通水系:10,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,314. 两个并立的桥（1次）,原理来看，这种桥墩属于柔性墩，一孔受力波及全桥。为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥造好了，历代富有想象力的工匠们并,孔受力波及全桥。为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥,
315,,两个生产大队,两个生产大队,historic_admin,低频,1,1,基层治理:1；农业工业:1,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、农业工业；主要时间锚点为1983年。,0,缺坐标,,,,missing,,manual,medium,1983,改革开放初期,1981;1983,2,315. 两个生产大队（1次）,038155704214588总计62—90468—96072—1038蘑菇蘑菇为食用伞菌类植物。1981年至1983年，境内的两个生产大队的副业队都为开拓创收，开展了此项任务。首先指定专人在指定房屋内培育“920菌种”，然后派专人在室内种植和培育蘑菇。此项目技术性高,62—90468—96072—1038蘑菇蘑菇为食用伞菌类植物。1981年至1983年，境内的两个生产大队的副业队都为开拓创收，开展了此项任务。首先指定专人在指定房屋内培育“920菌种”，然后派专人在室,
316,,两个食品收购站,两个食品收购站,transport,低频,1,1,交通水系:3；农业工业:2,该地名属于交通节点，在志书中约出现1次，主要关联交通水系、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,316. 两个食品收购站（1次）,农户养猪产生的猪圈灰由所在生产队集体收购，每担猪灰为0.3元人民币（记账后，在年底统一分配时支付）。饲养的肉猪出售至蠡墅、龙桥的两个食品收购站，食品收购站以每头生猪64斤出肉率为标准收购（低于拒收），每斤肉价为0.76元，一头标准猪价格为48.6元。生产队集体养猪的饲料,集体收购，每担猪灰为0.3元人民币（记账后，在年底统一分配时支付）。饲养的肉猪出售至蠡墅、龙桥的两个食品收购站，食品收购站以每头生猪64斤出肉率为标准收购（低于拒收），每斤肉价为0.76元，一头标准猪价格为,
317,,两只野鸭还政在湖,两只野鸭还政在湖,water,低频,1,1,交通水系:2,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,317. 两只野鸭还政在湖（1次）,仅是白鹭，其间还夹杂着不少灰褐色的苍鹭和大雁，也少不了其他的一些小鸟。细看湖面上，还有不少野鸭也在波涛中随波逐浪觅食戏耍，其中有两只野鸭还政在湖面中贴水的树枝上东张西望，欣赏着那些东来西往的船只，并露出一副悠闲自得的样子。可见，这些鸟儿已经熟识了这里的环境，习惯了这里的生,的苍鹭和大雁，也少不了其他的一些小鸟。细看湖面上，还有不少野鸭也在波涛中随波逐浪觅食戏耍，其中有两只野鸭还政在湖面中贴水的树枝上东张西望，欣赏着那些东来西往的船只，并露出一副悠闲自得的样子。可见，这些鸟儿已经,
318,,两座石塔,两座石塔,heritage,低频,1,1,交通水系:5；开发建设:1,该地名属于heritage，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,318. 两座石塔（1次）,知府朱胜的全力运作下竣工。修建的宝带桥恢复了唐代初建时的原貌。另外，桥堍南北两端各置一对石狮子，迎送过往的客人。桥北与桥中还建有两座石塔。这些附属物为宝带桥增添了姿色，远看真像飘动在绿色原野上的玉带，把美丽的江南水乡点缀得更为绚丽。搜集整理：杨维忠九、林则徐与《道,宝带桥恢复了唐代初建时的原貌。另外，桥堍南北两端各置一对石狮子，迎送过往的客人。桥北与桥中还建有两座石塔。这些附属物为宝带桥增添了姿色，远看真像飘动在绿色原野上的玉带，把美丽的江南水乡点缀得更为绚丽。,
