rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
1194,176,郭巷乡,郭巷乡,historic_admin,低频,1,17,基层治理:40；农业工业:38；交通水系:33,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、农业工业；主要时间锚点为1956年。,0,缺坐标,,,,missing,,manual,medium,1956,集体化与农业建设,1956;1957;1958,3,176. 郭巷乡（1次）,南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建 || 桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县 || ，长桥乡开展建立农业生产高级合作社运动，境域建金星24社、25社两个高级农业生产合作社。1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域归属郭巷乡。5月，开展整风运动，乡干部、教师等“鸣放”、提意见。11月，转入反右斗争。是月，金星24高级农业生产合作社派马,隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开,
1203,177,金星24社,金星24社,historic_admin,低频,1,2,基层治理:6；农业工业:5；交通水系:4,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,177. 金星24社（1次）,宝带桥进行整治维修，同年7月竣工。10月8日，宝带桥被列为江苏省文物保护单位。是年，长桥乡开展建立农业生产高级合作社运动，境域建金星24社、25社两个高级农业生产合作社。1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域归属郭巷乡。5月，开展整风运动，乡干部、教师 || 事化，生活集体化，境内青壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口号。是年,。10月8日，宝带桥被列为江苏省文物保护单位。是年，长桥乡开展建立农业生产高级合作社运动，境域建金星24社、25社两个高级农业生产合作社。1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域归属郭巷乡。,
1204,178,金星25社,金星25社,historic_admin,低频,1,1,基层治理:6；农业工业:1,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,178. 金星25社（1次）,壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口号。是年，境内地处泥河田宝庆寺的,民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口,
1206,179,金星北港河,金星北港河,waterway,低频,1,1,农业工业:5；交通水系:3,该地名属于运河河道，在志书中约出现1次，主要关联农业工业、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,179. 金星北港河（1次）,00401993.12停办157厂名创办时间地址经营项目注册资金/万元厂区面积/平方米从业人员/个备注牛桩浜砖瓦厂1973.11金星北港河南砖、瓦1.313000181987.5停办新华并线厂1975.3宝带桥南棉纱加工、并线41980821996.11转制金星镜片,厂名创办时间地址经营项目注册资金/万元厂区面积/平方米从业人员/个备注牛桩浜砖瓦厂1973.11金星北港河南砖、瓦1.313000181987.5停办新华并线厂1975.3宝带桥南棉纱加工、并线4198,
1207,180,金星塑料厂,金星塑料厂,industry,低频,1,2,农业工业:6；交通水系:4；基层治理:1,该地名属于产业设施，在志书中约出现1次，主要关联农业工业、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,180. 金星塑料厂（1次）,带桥社区志139月11日下午2时至3时，8号台风袭击境域，最大风力达11级并连降暴雨，境内部分低洼稻田被淹，老旧房屋被毁。是年，金星塑料厂建成投产。1978年1月10日，150名基干民兵参加东太湖复堤工程建设。5月至9月，大旱，7月至8月内境内50天无雨。11月下旬 || .3宝带桥南棉纱加工、并线41980821996.11转制金星镜片厂1977.2泥和田土地庙北镜片3500151994.12停办金星塑料厂1977.6金星大会堂食品塑料包装袋1400201983.12停办新华织布厂1978.5宝带桥南编织民用布匹4500401992,至3时，8号台风袭击境域，最大风力达11级并连降暴雨，境内部分低洼稻田被淹，老旧房屋被毁。是年，金星塑料厂建成投产。1978年1月10日，150名基干民兵参加东太湖复堤工程建设。5月至9月，大旱，7月至,
1208,181,金星大队眼镜厂,金星大队眼镜厂,industry,低频,1,1,基层治理:3；农业工业:3；开发建设:1,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,181. 金星大队眼镜厂（1次）,月至8月内境内50天无雨。11月下旬，150名基干民兵参加太浦河二期工程施工。是年，境内基本消灭血吸虫病。是年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“摘帽”。4月，长桥公社组建复查纠错领导班子及工作,下旬，150名基干民兵参加太浦河二期工程施工。是年，境内基本消灭血吸虫病。是年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“摘帽”。4月，长,
1213,182,钱家村里浜,钱家村里浜,waterway,低频,1,2,教育民生:14；交通水系:13；基层治理:7,该地名属于运河河道，在志书中约出现1次，主要关联教育民生、交通水系；主要时间锚点为2000年。,0,缺坐标,,,,missing,,review,medium,2000,开发区建设,2000,1,182. 钱家村里浜（1次）,9日，太湖水位急剧上升至5.08米，比历史最高水位高0.28米。境内组织基干民兵突击队，日夜守护围圩救险。2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。8月14日，宝南纸箱厂转制给原承包人经营，性质由集体企业转为私营企业。7月至11月，牛 || 港南浜18户居民搬迁至朱塔浜居民生活小区。1998年9月，宝尹村港南浜20户居民搬迁至朱塔浜居民生活小区。2000年6月，宝南村钱家村里浜17户、金家村16户居民搬迁至朱塔浜居民生活小区。7月，宝尹村牛桩浜27户、泥河田23户居民搬迁至朱塔浜、西下田居民生活小区。2,米，比历史最高水位高0.28米。境内组织基干民兵突击队，日夜守护围圩救险。2000年6月至8月，钱家村里浜17户居民、金家村16户居民搬迁至朱塔浜。8月14日，宝南纸箱厂转制给原承包人经营，性质由集体企,
1221,183,长桥乡,长桥乡,historic_admin,低频,1,66,交通水系:69；基层治理:50；农业工业:4,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为1950年。,0,缺坐标,,,,missing,,manual,medium,1950,集体化与农业建设,1950;1951;1954;1955;1956;1957;1983;1986;1990;2013,10,183. 长桥乡（1次）,区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩 || 个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。 || 属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区,3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河,
1222,184,长桥小学,长桥小学,education,低频,1,1,基层治理:2；农业工业:2；交通水系:1,该地名属于教育设施，在志书中约出现1次，主要关联基层治理、农业工业；主要时间锚点为1956年。,0,缺坐标,,,,missing,,review,medium,1956,集体化与农业建设,1956,1,184. 长桥小学（1次）,，境域建立高级农业生产合作社，乡政府派干部组织群众文艺骨干成立文艺宣传队，先后成立了“三社”文艺宣传队、新华文艺宣传队，并由时任长桥小学教师的孙惠良担任教员，排练《戒赌记》《秋香送茶》《双推磨》《两兄弟》等小剧，演唱《中国人民志愿军战歌》等歌曲，还自编自演《越唱越,政府派干部组织群众文艺骨干成立文艺宣传队，先后成立了“三社”文艺宣传队、新华文艺宣传队，并由时任长桥小学教师的孙惠良担任教员，排练《戒赌记》《秋香送茶》《双推磨》《两兄弟》等小剧，演唱《中国人民志愿军,
1224,185,长桥街道,长桥街道,admin_context,低频,1,1,基层治理:2；交通水系:1,该地名属于行政背景，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,context,low,,无明确时间,,0,185. 长桥街道（1次）,龙元男1952.9吴中区政协经科委主任、副处级退休徐金元男1955.9吴中区统战部通讯部主任、高级工程师退休姚永根男1956.8长桥街道正科级退休马卫东男1958.12北京军区空军后勤部高级工程师5级、文职2级吴林泉男1963.8城南街道副科级许宏男男1969.5,委主任、副处级退休徐金元男1955.9吴中区统战部通讯部主任、高级工程师退休姚永根男1956.8长桥街道正科级退休马卫东男1958.12北京军区空军后勤部高级工程师5级、文职2级吴林泉男1963.8城,
1225,186,长桥镇,长桥镇,historic_admin,低频,1,9,交通水系:32；基层治理:28；开发建设:5,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为1986年。,0,缺坐标,,,,missing,,manual,medium,1986,改革开放初期,1986;1987;1990,3,186. 长桥镇（1次）,。是月，金星大队钱水大、新华大队倪龙根当选为中共吴县第四次党代会代表。12月，澹台湖围湖造田。翌年，抽干湖水种上了双季稻。（据《长桥镇志》载：1987年退耕养鱼，由吴县水产局成立的吴县水产二场接管。2016年，改建成宝带桥·澹台湖景区。）1971年夏，大旱，百日 || ；入选苏州旅游汽车公司编辑、上海人民美术出版社出版的《苏州水乡游》明信片图录。12月15日，撤乡建镇，实行镇管村体制，长桥乡改称长桥镇，境域隶属长桥镇。是年，宝尹制件厂建成投产。1987年4月15日，宝尹村陈志明当选吴县第九届人民代表大会代表；28日，宝尹村江根 || 车公司编辑、上海人民美术出版社出版的《苏州水乡游》明信片图录。12月15日，撤乡建镇，实行镇管村体制，长桥乡改称长桥镇，境域隶属长桥镇。是年，宝尹制件厂建成投产。1987年4月15日，宝尹村陈志明当选吴县第九届人民代表大会代表；28日，宝尹村江根土，宝南村杨金木,倪龙根当选为中共吴县第四次党代会代表。12月，澹台湖围湖造田。翌年，抽干湖水种上了双季稻。（据《长桥镇志》载：1987年退耕养鱼，由吴县水产局成立的吴县水产二场接管。2016年，改建成宝带桥·澹台湖,
1226,187,长洲县,长洲县,admin_context,低频,1,24,基层治理:18；交通水系:5,该地名属于行政背景，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1488年。,0,缺坐标,,,,missing,,context,low,1488,古代-清末,1488;1637;1724;1912,4,187. 长洲县（1次）,吴，为吴始称，境域时属吴地。吴王夫差二十三年（前473），吴亡归越，境域为越地。前221年秦置吴县，境域属吴县。唐代析吴县东部置长洲县，境域划归长洲县。历经宋、元、明三朝，至清雍正二年（1724），析长洲县东南地置元和县，境域隶属元和县。1912年1月，吴县、长 || 域时属吴地。吴王夫差二十三年（前473），吴亡归越，境域为越地。前221年秦置吴县，境域属吴县。唐代析吴县东部置长洲县，境域划归长洲县。历经宋、元、明三朝，至清雍正二年（1724），析长洲县东南地置元和县，境域隶属元和县。1912年1月，吴县、长洲县、元和县合并 || 为越地。前221年秦置吴县，境域属吴县。唐代析吴县东部置长洲县，境域划归长洲县。历经宋、元、明三朝，至清雍正二年（1724），析长洲县东南地置元和县，境域隶属元和县。1912年1月，吴县、长洲县、元和县合并，称吴县，境域复而归属吴县。1949年10月1日，中华人,夫差二十三年（前473），吴亡归越，境域为越地。前221年秦置吴县，境域属吴县。唐代析吴县东部置长洲县，境域划归长洲县。历经宋、元、明三朝，至清雍正二年（1724），析长洲县东南地置元和县，境域隶属,
